nodes;coordX;coordY
2386559227;0.7151134;47.3917956
2386559228;0.7140878;47.392032
2386559229;0.7116418;47.3923266
2386559230;0.7123392;47.392419
2386559231;0.7146354;47.3918088
6947864833;0.6671608;47.4328475
2386559233;0.7331285;47.3916057
2888963702;0.6438916;47.4292492
269484313;0.6639776;47.3890233
2888963707;0.6438848;47.4293541
8196325671;0.68498;47.3965837
4699586870;0.6340155;47.3676886
258605367;0.701828;47.4124663
258605369;0.7;47.4056118
258605372;0.69886;47.4055706
4699586898;0.6370154;47.368395
3735683418;0.6272268;47.3393057
269484405;0.6568459;47.3817914
269484408;0.661145;47.3805807
9232449926;0.658315;47.3442947
3796107658;0.6456249;47.3955241
3411149196;0.7094393;47.3310919
2888963730;0.6407007;47.4313546
3564241296;0.6823108;47.3960246
3411149203;0.7467281;47.3323529
3411149204;0.7467392;47.3324203
3564241300;0.6810129;47.3960594
3411149207;0.7172452;47.3325307
5278531997;0.5451572;47.345338
5278531998;0.5447857;47.3465284
9367053235;0.678655;47.3689707
5278532002;0.5446196;47.346087
5278532003;0.5449098;47.3461307
3411149220;0.7449814;47.3330483
3411149221;0.7446928;47.3330797
487850406;0.6304304;47.4385604
3411149219;0.7454775;47.3328657
9367053236;0.6785592;47.3689118
487850410;0.6319815;47.4388847
3411149234;0.7517338;47.3373936
3411149239;0.7526825;47.3384634
2888963738;0.6419795;47.4321501
7247233473;0.6766449;47.3643409
7247233474;0.6765684;47.3643844
3144024539;0.6807328;47.3654824
3144024541;0.6807455;47.3655142
487850462;0.6291968;47.4386727
3144024543;0.6800819;47.3655522
3144024544;0.6800819;47.3656042
3144024545;0.6806344;47.3656219
487850465;0.6320564;47.4392896
3144024542;0.6810069;47.365518
3144024548;0.6804866;47.3658598
6739460581;0.6377934;47.4361493
4228383211;0.6739937;47.4325067
3411149294;0.7442371;47.3470072
963248624;0.7139739;47.3887214
3411149297;0.7405191;47.3502485
3411149298;0.7403738;47.3502654
3411149300;0.7405204;47.3503236
3144024565;0.6816175;47.367734
3411149302;0.7404203;47.3503546
3564241399;0.682059;47.3962086
3144024566;0.6814319;47.367735
3564241401;0.6842337;47.3962428
244056569;0.6481935;47.3707182
3144024567;0.6814386;47.3677923
487850493;0.6302431;47.4399036
963248639;0.7129303;47.388663
963248640;0.7117442;47.3886419
3564241410;0.6783966;47.3963358
3564241415;0.6785625;47.3963718
3564241417;0.6790653;47.3964863
3564241421;0.6849653;47.3965641
3564241422;0.6784467;47.3965882
3564241423;0.6784712;47.3966816
3564241425;0.6787909;47.3967353
2390622738;0.6840192;47.4157157
2390622741;0.6840904;47.415837
3564241430;0.6828692;47.3968291
269484568;0.6726082;47.3651414
3564241432;0.6837436;47.3969225
963248669;0.7117916;47.3882761
3564241438;0.6930894;47.3974404
5302256160;0.7074219;47.3389654
3564241443;0.6877033;47.3976102
5302256163;0.7071993;47.3389154
5302256165;0.7074145;47.3390409
945291819;0.605148;47.4024104
963248685;0.7129167;47.3893087
6419644973;0.7300517;47.384046
257819187;0.6349065;47.3661908
945291828;0.6047781;47.4016141
6419644982;0.7308832;47.3826584
257819194;0.6411319;47.434519
257819201;0.6414355;47.4364481
945291847;0.6061857;47.4016034
945291856;0.6062351;47.4027355
945291859;0.6056316;47.4016342
3564241494;0.6836157;47.3963809
945291863;0.6064213;47.4015994
257819224;0.6395781;47.4397146
3564241495;0.6785541;47.3963939
3564241498;0.6788629;47.3964473
3564241499;0.6788576;47.3964588
3564241501;0.6841555;47.3964656
3564241502;0.6788896;47.396469
5179048543;0.6142022;47.3435475
3391357540;0.6537964;47.3811543
3391357542;0.6533867;47.3818687
3391357544;0.6545726;47.3817179
3391357547;0.6541653;47.3819283
3796107885;0.6466023;47.398197
3391357551;0.6543994;47.3818074
5327159921;0.5634962;47.3861565
5327159924;0.5639492;47.385136
5179048571;0.6141335;47.3436763
5327159933;0.566196;47.3860878
1426428210;0.6857132;47.3673963
3475112602;0.6427993;47.346717
3475112603;0.6399608;47.3462373
3475112604;0.6408459;47.3473998
771228316;0.6398271;47.4425573
7696155299;0.6112304;47.3554941
3475112611;0.642652;47.3487361
3475112612;0.6425317;47.3500789
3475112614;0.6448833;47.3501306
3475112618;0.6443182;47.3488482
5179048619;0.6160249;47.3428221
771228331;0.6401046;47.443918
3475112619;0.6439573;47.348959
5179048622;0.615941;47.3426991
5179048623;0.6159807;47.342682
5179048624;0.6159246;47.342645
3475112622;0.643225;47.3552325
1999766188;0.704688;47.3651582
3475112628;0.6413771;47.3543587
771228341;0.6391211;47.4429142
1999766196;0.7044282;47.365231
5179048637;0.6172671;47.3417362
771228352;0.6388139;47.4430559
771228355;0.6368561;47.4431105
5179048648;0.6157219;47.3421203
3790471882;0.5571567;47.362078
956170955;0.5970875;47.3893143
5179048665;0.616753;47.3423069
1499464410;0.5076065;47.3392479
269484763;0.6731174;47.3666735
1499464412;0.5074568;47.3392555
956170978;0.5976762;47.3893334
771228386;0.6410598;47.4433641
771228393;0.6403649;47.4437218
4459594484;0.7724964;47.4530959
5179048704;0.6207971;47.3437204
5179048708;0.6196022;47.3436025
2871919378;0.6529393;47.3390095
2871919379;0.6526348;47.3390274
7696155413;0.609915;47.355512
2871919381;0.6531015;47.3390346
7696155416;0.6091676;47.3563897
7696155419;0.6083548;47.3566536
1685062437;0.6948719;47.3790346
944243499;0.5811526;47.4093007
944243511;0.5829604;47.4107221
944243528;0.5813597;47.4086841
3042706280;0.5326513;47.3493593
944243564;0.5817609;47.4091022
344982382;0.7576713;47.3592348
3042706289;0.5225873;47.3499648
944243571;0.5808266;47.4080413
3042706303;0.5314341;47.3513446
5561779072;0.5071559;47.3655085
1914569602;0.6914308;47.3456842
1914569605;0.6913529;47.3450633
1914569606;0.6903308;47.3454474
5561779079;0.5057993;47.3653047
3176792984;0.6596618;47.3484501
3176792989;0.6601528;47.3485046
3176792992;0.6589651;47.3485218
2746483621;0.6603016;47.3891161
3176792997;0.6596264;47.348587
3089367975;0.6638343;47.3572742
3089367974;0.6633167;47.3568326
3089367978;0.6635988;47.3567535
3089367979;0.6640599;47.3571494
944243628;0.5819912;47.4052408
3089367980;0.6642282;47.3570562
2746483630;0.6598401;47.3893257
3089367981;0.6637927;47.3566992
2746483634;0.6598373;47.3897825
2746483638;0.6600252;47.3898334
2746483640;0.6601938;47.3898858
3089368010;0.6617866;47.3512745
3089368012;0.6619634;47.3512695
1337983960;0.5690282;47.3524325
2059535321;0.7107221;47.3722116
3089368026;0.6591005;47.3520859
3089368030;0.6592382;47.352324
1337983967;0.5683022;47.3529958
3089368032;0.6590005;47.3524644
3089368033;0.658912;47.352583
3089368034;0.6590455;47.3521574
3089368031;0.6590965;47.3525006
3089368037;0.6592815;47.3528953
3089368038;0.6594456;47.3526322
3089368039;0.6593579;47.3527797
539362281;0.6717402;47.3746676
3089368042;0.6607611;47.3526625
539362283;0.6732229;47.3744615
3089368043;0.6596442;47.3528705
3089368044;0.6595351;47.3530146
9585427439;0.6863315;47.3968345
5487199224;0.6905587;47.4265438
3100115990;0.6642817;47.3370833
4468114462;0.6721586;47.3860492
4468114463;0.6730073;47.3862464
8422425680;0.7050669;47.4106486
8422425681;0.705028;47.4110773
8422425682;0.7048389;47.41064
3144025171;0.680105;47.3635705
3144025172;0.6792206;47.363547
8422425683;0.7048081;47.411067
3144025170;0.6809455;47.3635361
3144025174;0.6814318;47.3636786
3144025169;0.6794542;47.3635282
3144025179;0.6799748;47.363711
3144025180;0.6799353;47.3637137
8422425693;0.7056021;47.4110977
8422425692;0.7054035;47.411643
8422425695;0.704682;47.4115922
8422425694;0.7048912;47.4116122
8422425697;0.7049449;47.411476
8422425700;0.7051328;47.4110813
5310514288;0.7547964;47.417471
956040320;0.5905889;47.4000306
956040326;0.5902738;47.4007748
47056008;0.6980817;47.4047889
47056014;0.7006232;47.4048278
5379196057;0.6132805;47.3342574
1795818650;0.7032313;47.4122169
1795818652;0.703244;47.412347
5379196087;0.625533;47.3264409
2059535546;0.709985;47.3725208
1799122193;0.6575331;47.3571052
1795818709;0.7049008;47.418822
5142742231;0.666807;47.3906372
1795818713;0.7049407;47.4188868
877266139;0.7145615;47.3201192
877266140;0.7149542;47.319252
877266141;0.7114006;47.316527
1795818715;0.7049406;47.4189534
823526624;0.6909394;47.3390978
447874272;0.6901063;47.3544729
877266146;0.7111855;47.317203
1795818725;0.7040596;47.420958
1795818726;0.7038395;47.4210887
823526630;0.6924214;47.3401151
5379196141;0.6213837;47.3195489
1795818733;0.7027212;47.4215913
1795818741;0.7001004;47.4228378
1795818745;0.6998986;47.422887
823526654;0.6924216;47.3402957
5379196160;0.6224147;47.3203573
447874305;0.6852934;47.3534285
3144025349;0.6799643;47.3639732
5379196167;0.6226583;47.3208582
3144025351;0.6770957;47.3640857
3144025352;0.6802255;47.3645779
5379196169;0.6221711;47.3198159
5379196173;0.6226217;47.3201978
3144025361;0.6803031;47.3651684
3144025362;0.680453;47.3653536
3144025363;0.6804091;47.365358
3144025364;0.6803095;47.3653666
823526676;0.6911973;47.339225
5379196185;0.6232695;47.3204384
823526683;0.690256;47.3376809
3144025388;0.680736;47.3679007
3144025389;0.6807835;47.3679492
3144025390;0.6805344;47.3680044
2352743728;0.6977977;47.3827234
2352743733;0.6982034;47.3829009
2059535679;0.71271;47.3725969
5470946631;0.6694998;47.3517016
823526739;0.6911053;47.3392055
5470946649;0.6726208;47.3506459
244057435;0.6769786;47.3703394
5470946663;0.6721155;47.3497232
5470946672;0.6718548;47.3493646
5470946673;0.6718526;47.3494624
5470946674;0.6718877;47.349669
5470946676;0.6719417;47.3500335
9158328192;0.6967213;47.3595882
4190766468;0.6589564;47.3363993
4190766469;0.657419;47.3362708
5470946695;0.673013;47.3491323
823526798;0.6911175;47.3392809
2059535759;0.712344;47.3725654
4190766481;0.6596353;47.3337296
5470946706;0.6706934;47.3498606
244057491;0.6771771;47.37056
4190766483;0.6613653;47.334214
4190766488;0.6608939;47.3342217
823526818;0.6914558;47.3377675
244057506;0.6811006;47.3679444
823526825;0.6921875;47.3397099
304350661;0.6777337;47.4243771
9099281864;0.7119748;47.3578586
304350664;0.6742047;47.4278002
968099275;0.5376856;47.3272359
4296148437;0.5170771;47.3392266
8608024022;0.6012183;47.3256096
9099281879;0.7130063;47.3575178
8608024025;0.6013574;47.3258824
4296148442;0.5166425;47.3389501
4296148443;0.5150091;47.3406079
4296148444;0.5156112;47.3404488
447874526;0.6862959;47.3520423
447874527;0.6862181;47.3520771
447874528;0.685133;47.3536756
968099299;0.5399991;47.3362015
8579188219;0.7200209;47.4998081
8579188249;0.7089159;47.5053432
6415722336;0.7061745;47.3404073
3451913765;0.706714;47.3963786
6415722338;0.7059561;47.3404396
6415722341;0.7060375;47.3407301
6415722342;0.7047062;47.3405546
961283649;0.4788803;47.3966325
888407620;0.5227573;47.3618891
888407624;0.526976;47.3637336
6415722345;0.7038051;47.3406073
6415722347;0.7040362;47.3405974
888407636;0.5235597;47.3619144
3621258838;0.6392273;47.3454044
6415722349;0.7042644;47.3405875
6415722351;0.7044897;47.3405778
7998277226;0.5983762;47.3139542
618923629;0.7389453;47.4106238
7998277230;0.5992148;47.3159728
888407662;0.5367538;47.3647033
2399143536;0.6497053;47.3860857
7998277235;0.5997175;47.3155443
888407667;0.5333833;47.3657336
618923637;0.7404095;47.4125705
2399143543;0.6510922;47.3862555
3261335161;0.5787081;47.3858324
2399143545;0.6510083;47.3862669
7998277243;0.5980563;47.3135248
2399143549;0.6508231;47.3862903
888407678;0.5458648;47.3661284
3261335167;0.5785727;47.3866457
7998277248;0.5981352;47.3139608
304350849;0.6741404;47.4239175
7998277250;0.5994081;47.3160784
7998277251;0.5982601;47.3141531
7998277252;0.5998939;47.3156372
3261335171;0.5898015;47.3870564
3261335170;0.5785639;47.3866984
2399143552;0.6511846;47.3863747
2399143554;0.6507049;47.3864371
3261335177;0.5897389;47.3875948
3261335179;0.5897308;47.3876647
888407692;0.5300029;47.3619618
888407695;0.5360949;47.3652276
618923669;0.7412593;47.4211134
618923680;0.745101;47.4232112
618923682;0.7442322;47.4227948
4054189738;0.7040732;47.3744012
344852143;0.5677161;47.443173
618923701;0.7535882;47.4271348
269485766;0.6728778;47.368242
269485768;0.6728783;47.368028
888407755;0.5363698;47.3645343
3261335247;0.5847038;47.3892103
3261335249;0.57248;47.3899249
3261335251;0.584544;47.3895412
269485780;0.673029;47.3669381
3261335259;0.5750979;47.3895153
7852525286;0.6760138;47.3943157
7852525287;0.6759646;47.3943001
7852525289;0.6759573;47.3942682
7852525290;0.6759772;47.3942342
3261335275;0.5745021;47.390051
7852525292;0.6760703;47.3942286
7852525291;0.6760086;47.3942172
3261335278;0.5770566;47.3903151
3261335283;0.5826864;47.3909549
9257748216;0.5763027;47.3073559
2813331195;0.6874699;47.48039
375785227;0.6977351;47.337826
375785232;0.6971722;47.3379588
375785241;0.7000197;47.342558
6250039070;0.6034837;47.3986542
6250039071;0.6028693;47.4000284
6250039072;0.6034497;47.4014915
375785251;0.7008568;47.3439833
375785254;0.7034589;47.3406793
3144025904;0.5267981;47.4240757
375785276;0.7010713;47.3408532
375785281;0.7010043;47.3419021
375785284;0.7007236;47.3419697
1119356744;0.7461085;47.3621912
2059536201;0.7118265;47.3727456
375785292;0.7035985;47.3402279
375785301;0.7015831;47.3403223
375785305;0.7025934;47.3399145
2261649242;0.5932541;47.3910564
9257748317;0.5764728;47.3068121
375785309;0.7038738;47.339312
375785313;0.7018921;47.3390178
375785317;0.7017311;47.3407776
375785323;0.7015333;47.3394812
1887831917;0.6992841;47.3352405
375785336;0.7033572;47.3392401
375785338;0.7015959;47.3394311
375785341;0.7007694;47.3383679
375785344;0.700114;47.3382233
2059536261;0.71148;47.3727825
375785349;0.7001907;47.3379967
375785350;0.7015309;47.3383041
375785353;0.7016227;47.3384061
375785356;0.7013878;47.338505
375785358;0.7026607;47.3401972
375785360;0.7025707;47.3393421
375785362;0.7000397;47.338185
375785369;0.6987771;47.3378451
2261649307;0.6509941;47.3943338
375785374;0.6988834;47.3378702
2059536288;0.7101307;47.3727788
375785377;0.6970657;47.3374327
375785383;0.6990214;47.3376063
4676519852;0.5810192;47.3155248
2059536311;0.71053;47.3728024
4676519884;0.5800014;47.3189509
4019455954;0.6900763;47.3344556
6368266194;0.6981206;47.4178085
4019455956;0.6900296;47.3344817
9369946071;0.6976399;47.3830301
9369946073;0.6976436;47.3828764
4019455967;0.6903765;47.3355906
4019455971;0.6904208;47.3356049
5141432294;0.6679861;47.3921492
4019455975;0.6903554;47.3356207
4019455976;0.6905236;47.3356216
5141432298;0.6676357;47.3920486
4019455979;0.6903997;47.3356349
5141432300;0.6679228;47.3916301
890243054;0.5662777;47.3675527
4019455983;0.6898521;47.3357258
4019455985;0.6898042;47.3357348
890243065;0.5662782;47.3645438
6563170299;0.6641301;47.385147
6563170300;0.6641797;47.3846883
934807549;0.7187016;47.3769577
6563170302;0.6643663;47.384697
6563170301;0.6639656;47.3846772
4054190090;0.6769116;47.3762961
4054190092;0.6762255;47.3765005
838731795;0.5682595;47.4063446
4166518816;0.7113392;47.3245899
838731809;0.5718625;47.409911
4166518818;0.7129524;47.324605
4166518822;0.7106443;47.3245885
4166518823;0.7120494;47.3246253
2868643881;0.6748473;47.407847
2868643882;0.6751023;47.4078562
2868643883;0.675086;47.4078694
934807595;0.7192653;47.378451
838731822;0.5710796;47.4113424
8608548917;0.6369929;47.3587192
8608548918;0.6370386;47.3584807
8608548919;0.6371388;47.3593673
8608548921;0.6370738;47.3587372
395446331;0.6628776;47.3567802
8608548924;0.6371478;47.3592771
890243143;0.5655145;47.3673843
934807646;0.7334571;47.3773238
890243175;0.5661284;47.3651717
884607083;0.6633297;47.336303
2294155377;0.7036911;47.3966093
934807665;0.7333219;47.3772417
884607091;0.661614;47.3355985
890243188;0.5609387;47.3702928
1337985152;0.5754123;47.348589
244051613;0.6764075;47.3883587
1337985158;0.5743173;47.3460581
884607111;0.6632229;47.3353286
1337985162;0.5763716;47.3475586
884607118;0.6628038;47.3353705
6806702225;0.6446132;47.383214
884607122;0.6621147;47.3366587
5155850387;0.7614727;47.4268776
890243222;0.5663318;47.3644298
890243227;0.5614449;47.3686928
884607135;0.6634727;47.3360924
5155850402;0.7595402;47.427899
884607138;0.6635551;47.3353038
568592551;0.7134085;47.3941017
568592554;0.7119221;47.3943575
568592555;0.712375;47.3942786
568592556;0.7124379;47.3945359
934807726;0.7186369;47.3770152
5201070259;0.665201;47.3509428
5201070260;0.6652024;47.3508096
934807736;0.7187704;47.3771691
5201070264;0.6714837;47.3519525
5201070265;0.6714866;47.3520456
2059536571;0.7114055;47.3742543
5201070270;0.67238;47.3526758
5201070271;0.6722656;47.3526174
5201070272;0.6721757;47.3525491
5201070273;0.6713755;47.3517252
5201070276;0.6720726;47.3518823
5201070281;0.6713149;47.351836
5201070283;0.670987;47.3518274
9492367565;0.6994526;47.3304965
9492367566;0.6995748;47.330504
5201070287;0.6706631;47.3522284
244051628;0.6828204;47.3892679
5201070291;0.6710005;47.3529828
5201070294;0.6695311;47.3522882
934807781;0.7186452;47.3771851
1089341684;0.6973624;47.4122713
1089341694;0.6991869;47.4120632
2059536641;0.7113412;47.3750576
1089341716;0.6974033;47.4107862
9311226134;0.6988948;47.337799
1089341719;0.6993071;47.4118527
934807833;0.7190003;47.377509
1089341722;0.6984907;47.4108803
2059536673;0.7104007;47.3758866
1089341735;0.6992182;47.4122007
5309073704;0.6919107;47.3543402
1089341737;0.6980962;47.4105898
5309073705;0.6919469;47.35477
9272559915;0.6565102;47.3514172
1089341741;0.6979856;47.4122449
968886574;0.6794802;47.3869361
1089341752;0.6993799;47.4116703
358877498;0.617028;47.3534276
447875387;0.6860057;47.3523509
8428849468;0.6158955;47.3595768
8428849469;0.6162421;47.359219
8428849470;0.6161122;47.3597337
8428849471;0.6158397;47.359566
8428849472;0.6153695;47.3594746
8428849473;0.61555;47.3590285
447875388;0.6840303;47.3544914
5690362182;0.7123885;47.3670726
5690362183;0.7120306;47.367025
5690362184;0.7122602;47.3670539
5690362185;0.7120666;47.3670309
934807879;0.7187706;47.3772922
1089341776;0.6991503;47.4108681
902583433;0.6109909;47.3381979
934807890;0.7193189;47.3781682
9311226194;0.7001836;47.3382379
934807893;0.7187786;47.3768948
2599815510;0.6038104;47.4074313
4190767446;0.6865314;47.3316581
1089341795;0.6981689;47.4110772
1089341797;0.6994551;47.4117345
3120119779;0.6871837;47.3644214
4019456374;0.69773;47.3336343
244058486;0.6781984;47.3843041
244058488;0.6779494;47.3845568
968886647;0.6788711;47.3868734
4019456377;0.6952881;47.3337066
4190767483;0.6884065;47.3317515
4019456380;0.6866623;47.3337721
4019456379;0.6878353;47.3337481
4019456376;0.6880656;47.3337082
1089341823;0.6976232;47.4122597
244058496;0.6775048;47.3845809
902583442;0.611381;47.3383654
934807938;0.7187725;47.3770304
4019456385;0.6931863;47.3340746
934807940;0.7185529;47.3771032
244058500;0.6768361;47.3844898
244058502;0.6789994;47.3753494
4019456387;0.6870375;47.3341684
3120119784;0.6869534;47.3647721
269486473;0.6718011;47.3696671
1089341834;0.6979621;47.4105907
1089341833;0.6981501;47.4107074
244058506;0.6790724;47.375651
934807949;0.7187677;47.3769704
1089341840;0.6995476;47.4117212
1969187137;0.6111305;47.3435241
934807953;0.7191267;47.378427
9160624536;0.6943159;47.3608522
1089341851;0.6982284;47.4106735
1339427228;0.5924578;47.329145
1089341854;0.6979609;47.4115495
9160624543;0.6943314;47.3606295
9160624544;0.69424;47.3606365
9160624545;0.6941818;47.360627
9160624546;0.6941109;47.3606037
1089341859;0.6988751;47.4117481
1089341858;0.6982793;47.4115187
9160624555;0.6943007;47.3606354
1089341870;0.6979198;47.4116802
1089341871;0.6978136;47.4111039
269486514;0.6718325;47.3694182
1089341876;0.6984829;47.4116083
9160624569;0.6941082;47.3606134
568592826;0.7085204;47.3968576
244051675;0.6863754;47.3968003
9160624577;0.6943835;47.3604144
1089341896;0.6978557;47.4115546
934808009;0.7197881;47.3752921
1089341900;0.6975204;47.4115707
1089341911;0.6974536;47.411123
1089341912;0.6971684;47.4106297
1089341914;0.698061;47.410805
5543823836;0.674582;47.4177927
1089341919;0.699219;47.4118708
968886753;0.6783515;47.3867941
5543823842;0.6746271;47.4178015
1089341923;0.6981444;47.4116923
1089341927;0.6984527;47.411033
1908017640;0.6545491;47.3411555
1089341929;0.6980795;47.4117791
5543823851;0.6744068;47.4183059
5282990572;0.7137921;47.4992151
1908017645;0.7303873;47.3912563
1908017643;0.7304587;47.3911279
568592880;0.7088089;47.3963811
568592881;0.7110344;47.3961956
568592882;0.7106151;47.3961987
568592883;0.7099064;47.396605
390859251;0.7270186;47.3832744
2807695862;0.6135497;47.3322977
1908017655;0.6778527;47.4130917
1089341943;0.6980115;47.4121135
1908017657;0.6770011;47.4328164
1089341946;0.6977829;47.4107746
568592888;0.7143242;47.3950644
568592887;0.7121106;47.3952699
3439856125;0.4960404;47.3254723
3120957950;0.6998416;47.4030588
968886782;0.6790252;47.3864847
3120957952;0.7015313;47.403187
2807695873;0.6225461;47.3360031
2807695874;0.6266087;47.3364674
3564374524;0.7325089;47.3146389
3120957960;0.6997091;47.4036099
390859273;0.7307087;47.3825306
2807695883;0.6265703;47.3373159
3120957966;0.7015728;47.4037608
2807695887;0.6263689;47.3374298
395446801;0.6610138;47.3577055
2807695890;0.6235366;47.3375644
3439856147;0.4941117;47.3218825
390859283;0.7309797;47.382538
2807695893;0.6234678;47.3379635
2624195117;0.6136266;47.3307843
2624195123;0.6135189;47.3309488
4693428804;0.6587709;47.3149962
4693428805;0.6577363;47.3154002
4693428815;0.6595552;47.3162652
4693428819;0.6588712;47.3148962
2624195156;0.6034772;47.3317571
2624195167;0.6027908;47.3321388
2624195168;0.6131926;47.3322014
8493468275;0.6580727;47.3203835
4054190718;0.7118608;47.3812515
3143895685;0.5456706;47.4469186
818678409;0.6970094;47.3431735
5155850900;0.5745149;47.3378065
4054190740;0.7124329;47.3813118
5155850905;0.5767928;47.3384825
4701031068;0.5907137;47.3915889
4701031071;0.63155;47.3918813
3143895713;0.5477433;47.4484572
4701031077;0.720323;47.4101729
1469319847;0.6528401;47.3673528
1469319849;0.6526449;47.3673893
4701031084;0.7387291;47.4103498
4701031086;0.7446195;47.4068472
1469319863;0.6526119;47.3674597
1469319871;0.6528605;47.3675538
1469319873;0.6526719;47.3675433
823265991;0.7075461;47.3446529
823265995;0.7072759;47.3435736
823265996;0.7104317;47.3453464
823265997;0.7073848;47.3433565
2624195281;0.6129878;47.3338827
823266002;0.7082076;47.3445764
823266003;0.7040212;47.344281
823266004;0.704326;47.3442896
823266005;0.7082292;47.3443018
823266006;0.7093861;47.3447479
823266001;0.7041332;47.3443998
823266011;0.7072951;47.3437864
823266012;0.7042391;47.3442049
244058845;0.7003682;47.3924206
823266015;0.7041848;47.3441945
823266016;0.709202;47.3451667
244058850;0.6991302;47.3917889
4019456741;0.6914573;47.3363117
823266022;0.7056505;47.3443653
4019456743;0.6903302;47.3363859
4019456744;0.6918582;47.3364287
4019456748;0.6906838;47.3368177
2391935739;0.6708827;47.4139488
2391935741;0.670085;47.4145571
2391935742;0.6699893;47.4146168
5155851016;0.5701664;47.3406957
5155851021;0.5699678;47.3409947
2387348244;0.7012769;47.429396
2387348245;0.6981938;47.4300994
2624195361;0.612284;47.3344787
2387348260;0.7005276;47.4254752
5155851044;0.5766117;47.3431293
2387348262;0.701119;47.4258868
2387348268;0.7007522;47.4250613
2387348271;0.7026038;47.4292872
2624195379;0.6249346;47.334596
2624195380;0.6129691;47.3347437
2387348275;0.6979655;47.4309185
5078911799;0.6743347;47.3848912
2387348280;0.7021199;47.4298115
5155851069;0.5767245;47.3415247
2387348286;0.7021896;47.4298072
5078911814;0.6717282;47.3895181
5078911815;0.6711659;47.3894171
5078911816;0.6709378;47.390037
5078911817;0.6709565;47.3899863
7104760650;0.7064268;47.3740355
5078911819;0.6709111;47.3899797
5078911820;0.6707811;47.389957
5078911818;0.6707183;47.3899445
9252113236;0.6240972;47.3376601
1882327897;0.6778271;47.3937335
1882327898;0.6781921;47.3937624
1882327899;0.6777627;47.3939255
1882327900;0.6773287;47.3939716
1882327905;0.6779568;47.3942283
1882327909;0.6763536;47.3945223
1882327910;0.6771933;47.3947325
1882327912;0.6776517;47.3948431
1882327914;0.6760931;47.3950512
5889198959;0.688708;47.3852985
5889198961;0.6890155;47.3857416
5889198962;0.6894946;47.3857674
5889198970;0.6890254;47.3857185
5889198972;0.6887051;47.3853354
2624195453;0.6183163;47.3369766
3725069187;0.6978502;47.3871995
3725069191;0.6979649;47.3875544
3725069192;0.6832327;47.390039
